nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	ShowClientNpc	DeleteClientNpc	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	bAutoFinish	Target_ExtPoint	nTaskItemId	bShowFinish	nNeedConfirmFinish	szAwardInfo	Target_KillNpc	bKillNpcToAllPlayer	nTaskType	bNotAutoNext	szOnFinishTrack	Target_OnTrap	Target_CollectItem	Target_Achievement	Target_EnterMap	Target_MinLevel	Require_MinLevel	Require_MaxLevel	nAcceptTaskNpcId	nAcceptDialogId	IsFinishGuide	bCanRepeat
353	MainTask1_353	[主]再尋線索	如今暫時沒有什麼線索，還是先行歷練一番，再回去問問老闆娘有無收穫吧！	先將等級提升到[FFFE0D]60[-]級	回襄陽找[FFFE0D]公孫惜花[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]	274	274	352	354	353	99					1	1	Exp|20000			1	1						60						
354	MainTask1_354	[主]雪蓮姥姥	昔日獨孤大俠施展「天魔解體大法」後身受重創，所幸張姑娘為他取來雪蓮，這段武林佳話一直廣為流傳，不知道如今雪蓮姥姥是否還健在？	前去尋找[FFFE0D]雪蓮姥姥[-]的傳人	前去尋找[FFFE0D]雪蓮姥姥[-]的傳人	[url=taskitem:test, $T]	[url=taskitem:test, $T]			353	355				1	1	354			Exp|56000			1	1	[url=dialog:test, 354]											
355	MainTask1_355	[主]白衣姑娘	盲目尋找也非良策，問問這位白衣姑娘是否知道雪蓮姥姥的故事，也許有意外收穫。	詢問[FFFE0D]白衣姑娘[-]	詢問[FFFE0D]白衣姑娘[-]	[url=clientnpcbyidx:test, 313]	[url=clientnpcbyidx:test, 313]	313	313	354	356	355								Exp|42000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_10"]											
356	MainTask1_356	[主]山間采藥	咳咳，看來只能先幫她一把了……罷了，路見不平，那麼幫個忙倒也無妨。	幫白衣姑娘[FFFE0D]采藥[-]	幫白衣姑娘[FFFE0D]采藥[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	314		355	357				1	1	356			Exp|42000			1	1	[url=dialog:test, 356]											
357	MainTask1_357	[主]作惡多端	事情果然沒有這般簡單……這些藥草想必是較為珍稀之物，才會引發這些人的眼紅，只是他們本非善類，也就不必多言了。	擊敗[FFFE0D]神秘刺客[-]	擊敗[FFFE0D]神秘刺客[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		314	314	356	358				1					Exp|42000	1036|3		1	1												
358	MainTask1_358	[主]再問姑娘	但願這位姑娘所提供的線索是正確的，找到雪蓮姥姥，也許能夠知曉一些往日的秘辛。	將藥草帶給[FFFE0D]白衣姑娘[-]	將藥草帶給[FFFE0D]白衣姑娘[-]	[url=clientnpcbyidx:test, 315]	[url=clientnpcbyidx:test, 315]	315	315	357	359	358								Exp|140000			1	1												
359	MainTask1_359	[主]琳心舊事	原來這位姑娘姓顧，想不到她竟是雪蓮姥姥的傳人，昔日雪蓮姥姥終日獨居，也不知是什麼時候收下的傳人。	聽[FFFE0D]顧清雪[-]講述往事	聽[FFFE0D]顧清雪[-]講述往事	[url=goanddosomething:test, 411, 9110, 9000, gotofuben, 7, 1, 1]		316	316	358	360			7|1|1	1					Exp|56000			1	1												
360	MainTask1_360	[主]雪蓮明心	當年張姑娘不顧危險前來取草藥，對獨孤大俠委實用情至深，只可惜後來仍是……唉！	向[FFFE0D]顧清雪[-]道謝	向[FFFE0D]顧清雪[-]道謝	[url=clientnpcbyidx:test, 315]	[url=clientnpcbyidx:test, 315]	315	315	359	361	360								Exp|210000;Item|223|2			1	1												
361	MainTask1_361	[主]再回襄陽	事情已清楚了，接下來該回去找老闆娘商討下一步如何是好了，江湖風雲變幻，唉，得趕緊修行武功了。	先將等級提升到[FFFE0D]63[-]級	回襄陽找[FFFE0D]公孫惜花[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]	316	316	360	362		99					1	1	Exp|28000			1	1						63						
362	MainTask1_362	[主]生死至交	昔日獨孤大俠與天王幫交情頗深，當年楊幫主……唉，此事著實令人惋惜，要找到昔日天王的天草星阿邦，得先找到雲兄。	尋找[FFFE0D]雲笑風[-]的蹤跡	尋找[FFFE0D]雲笑風[-]的蹤跡	[url=taskitem:test, $T]	[url=taskitem:test, $T]	340	340	361	363				1	1	362			Exp|42000			1	1												
363	MainTask1_363	[主]重情之人	這附近的村民或許見過雲兄的蹤跡，不管如何，先去碰碰運氣吧！	詢問村民是否認得[FFFE0D]雲笑風[-]	詢問村民是否認得[FFFE0D]雲笑風[-]	[url=clientnpcbyidx:test, 339]	[url=clientnpcbyidx:test, 339]	339	339	362	364	363								Exp|42000			1	1												
364	MainTask1_364	[主]前去一探	雖然沒能問出雲兄的下落，不過到引出了另一件事，聽聞附近有人被包圍，隱約聽到了獨孤大俠的名字，去看看是怎麼回事。	趕到村民所說的地方	趕到村民所說的地方	[url=taskitem:test, $T]	[url=taskitem:test, $T]	340|320	340	363	365				1	1	364			Exp|42000			1	1	[url=dialog:test, 364]											
365	MainTask1_365	[主]拔刀相助	如此之多的惡徒圍攻一人，先解決此人眼前的危機，再問問是怎麼回事吧。	擊退[FFFE0D]神秘刺客[-]	擊退[FFFE0D]神秘刺客[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		320	320	364	366				1					Exp|42000	1036|3		1	1												
366	MainTask1_366	[主]患難之交	這男子看上去氣度不凡，可是偏生好像又不懂武功，去問問此人是何來歷。	詢問被圍之人有否受傷	詢問被圍之人有否受傷	[url=clientnpcbyidx:test, 319]	[url=clientnpcbyidx:test, 319]	319	319	365	367	366								Exp|140000;Item|1969|2			1	1												
367	MainTask1_367	[主]安全之地	真是踏破鐵鞋無覓處，得來全不費工夫，此人竟然就是雲笑風！太幸運了！先跟他到一個安全的地方再詳談。	先到一個安全的地方	先到一個安全的地方	[url=taskitem:test, $T]	[url=taskitem:test, $T]	318	318	366	368				1	1	367			Exp|42000			1	1												
368	MainTask1_368	[主]雲淡風清	據聞雲笑風昔日為了結拜兄弟阿邦，不惜散盡家財，最終在獨孤大俠的幫助下找回了失散多年的阿邦，不知他是否知道些什麼。	詢問[FFFE0D]雲笑風[-]往事	詢問[FFFE0D]雲笑風[-]往事	[url=clientnpcbyidx:test, 321]	[url=clientnpcbyidx:test, 321]	321	321	367	369	368								Exp|42000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_11"]											
369	MainTask1_369	[主]尋訪失物	據聞昔日雲笑風托獨孤大俠找回阿邦，所依靠的就是這一雙護腕，這東西對他極為重要，得幫他找回來！	回去找回雲笑風的[FFFE0D]護腕[-]	回去找回雲笑風的[FFFE0D]護腕[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	322	322	368	370				1	1	369			Exp|42000			1	1												
370	MainTask1_370	[主]情誼之證	看來這些人對著雙看起來十分殘舊的護腕不太感興趣，所幸如此，我才能不費力氣拿回它。	將護腕交給[FFFE0D]雲笑風[-]	將護腕交給[FFFE0D]雲笑風[-]	[url=clientnpcbyidx:test, 321]	[url=clientnpcbyidx:test, 321]	321	321	369	371	370								Exp|42000			1	1												
371	MainTask1_371	[主]天王弟子	阿邦是當年天王弟子，如今雖然已退隱江湖，但是資訊想必知道的不少，但願他知道獨孤大俠的下落。	跟[FFFE0D]雲笑風[-]一起去找阿邦	跟[FFFE0D]雲笑風[-]一起去找阿邦	[url=clientnpcbyidx:test, 323]	[url=clientnpcbyidx:test, 323]	318|323	318|323	370	372	371								Exp|42000			1	1												
372	MainTask1_372	[主]洞庭舊事	天王幫主楊瑛是獨孤大俠另一位紅顏知己，可惜獨孤大俠早已心有所屬，否則……唉！還是聽聽當年的故事吧！	聽[FFFE0D]阿邦[-]訴說當年之事	聽[FFFE0D]阿邦[-]訴說當年之事	[url=goanddosomething:test, 411, 4050, 14130, gotofuben, 7, 2, 1]		324|341	324	371	373			7|2|1	1					Exp|42000			1	1												
373	MainTask1_373	[主]前去道謝	原來當年的事情經過是這樣的，獨孤大俠與楊瑛前輩也就是在那個時候見面的吧，如今不知道楊瑛前輩怎麼樣了……	向[FFFE0D]阿邦[-]道謝	向[FFFE0D]阿邦[-]道謝	[url=clientnpcbyidx:test, 323]	[url=clientnpcbyidx:test, 323]	323|341	323|341	372	374	373								Exp|210000;Item|223|2			1	1												
374	MainTask1_374	[主]舊地重遊	聽阿邦的語氣，似乎此處仍是不太安全，還是先繼續往前走，他們莫非是招惹了什麼仇人？	先離開這兒	先離開這兒	[url=taskitem:test, $T]	[url=taskitem:test, $T]	318|325	318|325	373	375				1	1	374			Exp|28000			1	1												
375	MainTask1_375	[主]查探四周	這裡看上去較為隱蔽，先到附近看看是否安全，然後再回來吧。	查看[FFFE0D]四周是否安全[-]	查看[FFFE0D]四周是否安全[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	328|342		374	376				1	1	375			Exp|42000			1	1												
376	MainTask1_376	[主]兵來將擋	果然有追兵，莫非阿邦有什麼事瞞著我？莫非……他們也是針對楊瑛前輩或者獨孤大俠而來的刺客？	擊敗[FFFE0D]神秘刺客[-]	擊敗[FFFE0D]神秘刺客[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		328|342	328	375	377				1					Exp|42000	1036|3		1	1												
377	MainTask1_377	[主]早有埋伏	不行，此事定要問個清楚，得看看阿邦到底是怎麼回事！	詢問[FFFE0D]阿邦[-]怎麼回事	詢問[FFFE0D]阿邦[-]怎麼回事	[url=clientnpcbyidx:test, 327]	[url=clientnpcbyidx:test, 327]	327|342	327	376	378	377								Exp|140000			1	1												
378	MainTask1_378	[主]昔日天王	原來如此，他們也是擔心我，不過適才經過這一路以來的交談，倒是相信我了，接下來再聽聽當年的故事吧。	跟著[FFFE0D]阿邦[-]回憶當年	跟著[FFFE0D]阿邦[-]回憶當年	[url=goanddosomething:test, 411, 7630, 9050, gotofuben, 7, 3, 1]		328|342	328	377	379			7|3|1	1					Exp|56000			1	1												
379	MainTask1_379	[主]事情暫了	想不到昔日還有這一件事，獨孤大俠一生之經歷著實精彩紛呈，這下我更想見見他了。	向[FFFE0D]阿邦[-]道謝	向[FFFE0D]阿邦[-]道謝	[url=clientnpcbyidx:test, 327]	[url=clientnpcbyidx:test, 327]	327|342	327	378	380	379								Exp|210000;Item|1968|2			1	1												
380	MainTask1_380	[主]重回襄陽	事情的過程我大概已經知道了，不過對於尋找獨孤大俠的蹤跡似乎並無幫助，還是先回襄陽城吧。	先離開這兒回襄陽城	先離開這兒回襄陽城	[url=pos:test, 10, 11600, 14560]		328|342	328|342	379	381				1					Exp|28000			1	1					10							
381	MainTask1_381	[主]線索暫無	阿邦兄弟也不知道楊瑛前輩與獨孤大俠的蹤跡，唉，先去找老闆娘吧，但願她那裡有新的消息吧。	聽聽[FFFE0D]公孫惜花[-]的看法	聽聽[FFFE0D]公孫惜花[-]的看法	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			380	382	381	99							Exp|42000			1	1												
382	MainTask1_382	[主]一線機會	不知道這段日子以來，老闆娘那兒是否有新的消息，去問問看吧！	先將等級提升到[FFFE0D]65[-]級	回襄陽找[FFFE0D]公孫惜花[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			381	383	382	99					1	1	Exp|56000			1	1						65						
383	MainTask1_383	[主]天王巾幗	楊瑛前輩竟然出現在江湖上了！此事非同小可！若是能找到楊瑛前輩，就必定能夠找到獨孤大俠！我得趕緊去！	前去尋找[FFFE0D]楊瑛[-]的蹤跡	前去尋找[FFFE0D]楊瑛[-]的蹤跡	[url=taskitem:test, $T]	[url=taskitem:test, $T]	330	330	382	384				1	1	383			Exp|56000			1	1	[url=dialog:test, 383]											
384	MainTask1_384	[主]再次出手	前面那位……和畫像的女子上一模一樣！是楊瑛前輩！大膽！這些小賊竟然敢打楊瑛前輩的主意！得趕快去阻止他們！	幫助被包圍的楊瑛	幫助被包圍的楊瑛	[url=npcanddosomething:test, 1037, 411, autofight, 1]				383	385				1					Exp|42000	1037|3		1	1												
385	MainTask1_385	[主]巾幗鬚眉	方才倒是我言辭過於魯莽了……楊瑛前輩又何須我來救，咳咳，充其量不過是這些小雜粹何須楊瑛前輩動手罷了，快去和楊瑛前輩會合吧！	到前方與[FFFE0D]楊瑛[-]會合	到前方與[FFFE0D]楊瑛[-]會合	[url=taskitem:test, $T]	[url=taskitem:test, $T]	332	332	384	386				1	1	385			Exp|140000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_12"]											
386	MainTask1_386	[主]何以遇伏	楊瑛前輩英姿颯爽，巾幗不讓鬚眉，令人望而生畏，果真是不減當年風采！	拜見[FFFE0D]楊瑛[-]	拜見[FFFE0D]楊瑛[-]	[url=clientnpcbyidx:test, 331]	[url=clientnpcbyidx:test, 331]	331	331	385	387	386								Exp|42000			1	1												
387	MainTask1_387	[主]當年往事	楊瑛前輩竟然這般隨和，一點也不懷疑我的身份，也不知該說她真是藝高人膽大！還是說這是巾幗的一種表現……	聽[FFFE0D]楊瑛[-]講述當年的故事	聽[FFFE0D]楊瑛[-]講述當年的故事	[url=goanddosomething:test, 411, 5310, 4820, gotofuben, 7, 4, 1]		332	332	386	388			7|4|1	1					Exp|42000			1	1												
388	MainTask1_388	[主]獨孤大俠	楊瑛前輩雖然表情平淡，言語之中卻透出一股淡淡的憂傷，想必是對獨孤大俠……唉，若是……	向[FFFE0D]楊瑛[-]道謝	向[FFFE0D]楊瑛[-]道謝	[url=clientnpcbyidx:test, 331]	[url=clientnpcbyidx:test, 331]	331	331	387	389	388								Exp|210000;Item|223|2			1	1												
389	MainTask1_389	[主]五色聖地	不知楊瑛前輩說的神秘之地是什麼地方，看她一臉嚮往的模樣，莫非是昔日與獨孤大俠攜手走過之地？	與[FFFE0D]楊瑛[-]一同前往某地	與[FFFE0D]楊瑛[-]一同前往某地	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326		388	390				1	1	389			Exp|28000			1	1												
390	MainTask1_390	[主]深入虎穴	楊瑛前輩倒是有閒情逸致，還想到處走走看看，咳咳，如此也好，陪陪武林前輩走走也不錯。	跟著[FFFE0D]楊瑛[-]到處看看	跟著[FFFE0D]楊瑛[-]到處看看	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326	326	389	391				1	1	390			Exp|42000			1	1												
391	MainTask1_391	[主]此乃何處	楊瑛前輩似乎有想要前往之地，莫非是想帶我去什麼地方？	詢問[FFFE0D]楊瑛[-]這是什麼地方	詢問[FFFE0D]楊瑛[-]這是什麼地方	[url=clientnpcbyidx:test, 333]	[url=clientnpcbyidx:test, 333]	333	333	390	392	391								Exp|42000			1	1												
392	MainTask1_392	[主]往事如風	昔日獨孤大俠闖過了三魔絕地，卻無一人知曉在其中究竟發生了什麼，想不到今日竟然能夠聽楊瑛前輩告訴我！	聽[FFFE0D]楊瑛[-]講述前塵舊事	聽[FFFE0D]楊瑛[-]講述前塵舊事	[url=goanddosomething:test, 411, 14000, 8770, gotofuben, 7, 5, 1]		334	334	391	393			7|5|1	1					Exp|42000			1	1												
393	MainTask1_393	[主]如此這般	想不到昔日獨孤大俠放了這些惡黨一條生路，卻反遭圍攻，唉，有時候過於善心也非好事。	向[FFFE0D]楊瑛[-]道謝	向[FFFE0D]楊瑛[-]道謝	[url=clientnpcbyidx:test, 333]	[url=clientnpcbyidx:test, 333]	333		392	394	393								Exp|210000;Item|2167|1			1	1												
394	MainTask1_394	[主]再問楊瑛	先前尚有許多不解之事，如今人人覬覦獨孤大俠手中的山河社稷圖，無論如何我都要將此事通知楊瑛前輩！	先將等級提升到[FFFE0D]68[-]級	去找楊瑛問問	[url=clientnpcbyidx:test, 333]	[url=clientnpcbyidx:test, 333]	333	333	393	395	394								Exp|28000			1	1												
395	MainTask1_395	[主]神秘之處	楊瑛前輩似乎想帶我去某個地方，與她一同前行看看要去哪兒。	跟著[FFFE0D]楊瑛[-]走	跟著[FFFE0D]楊瑛[-]走	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326		394	396				1	1	395			Exp|42000			1	1	[url=dialog:test, 395]											
396	MainTask1_396	[主]埋伏於此	竟然有人埋伏於此，真是不知天高地厚，讓我來教訓教訓他們！	擊敗[FFFE0D]神秘刺客[-]	擊敗[FFFE0D]神秘刺客[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		326		395	397				1					Exp|42000	1036|3		1	1												
397	MainTask1_397	[主]大漠孤煙	看來此處也不太安全，還是先到周圍再視察一番，以免出什麼差錯！	四處查探一番	四處查探一番	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326	326	396	398				1	1	397			Exp|140000			1	1												
398	MainTask1_398	[主]廣袤無垠	原來是想跟我說昔日南宮姑娘與張公子的往事，昔日兩人的故事也被傳為一段武林佳話，來聽聽楊瑛前輩講解吧！	詢問[FFFE0D]楊瑛[-]這是哪裡	詢問[FFFE0D]楊瑛[-]這是哪裡	[url=clientnpcbyidx:test, 343]	[url=clientnpcbyidx:test, 343]	343	343	397	399	398								Exp|42000			1	1												
399	MainTask1_399	[主]長河落日	昔日南宮姑娘是金國人，張公子是宋朝子民，兩人拋棄一切，背井離鄉，也不知究竟是對是錯，所幸他們最終仍是過得十分幸福。	聽[FFFE0D]楊瑛[-]訴說往事	聽[FFFE0D]楊瑛[-]訴說往事	[url=goanddosomething:test, 411, 14180, 6970, gotofuben, 7, 6, 1]		344	344	398	400			7|6|1	1					Exp|56000			1	1												
400	MainTask1_400	[主]海誓山盟	不知如今楊瑛前輩是否對我信任，罷了，先將事情告訴楊瑛前輩吧！	向[FFFE0D]楊瑛[-]道謝	向[FFFE0D]楊瑛[-]道謝	[url=clientnpcbyidx:test, 343]	[url=clientnpcbyidx:test, 343]	343	343	399	401	400								Exp|210000;Item|223|2			1	1												
401	MainTask1_401	[主]離開此處	奇怪，楊瑛前輩似乎一點都不緊張，莫非是覺得獨孤大俠武功卓絕，所以並不擔心？	跟著楊瑛繼續前行	跟著楊瑛繼續前行	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326		400	402				1	1	401			Exp|28000			1	1	[url=dialog:test, 401]											
402	MainTask1_402	[主]神秘之地	楊瑛前輩一言不發，不知道這一次又要去什麼地方，做些什麼。	跟隨楊瑛的指引[FFFE0D]進屋[-]	跟隨楊瑛的指引[FFFE0D]進屋[-]	[url=pos:test, 411, 14500, 3250]	[url=pos:test, 411, 14500, 3250]	336	336	401	403				1					Exp|42000			1	1					484							
403	MainTask1_403	[主]神秘男子	此人……好強大的氣勢……明明只是輕描淡寫的站著，卻如淵渟嶽峙，讓人感覺深不可測，他到底是誰？	問問[FFFE0D]眼前之人[-]是誰	問問[FFFE0D]眼前之人[-]是誰	[url=clientnpcbyidx:test, 335]	[url=clientnpcbyidx:test, 335]	335	335	402	404	403								Exp|42000			1	1												
404	MainTask1_404	[主]離開屋子	此人武功深不可測！他離開數息之後，我才隱約聽到有聲音，如此武功……如此氣度……難道他是……	先離開屋子	先離開屋子	[url=taskitem:test, $T]	[url=taskitem:test, $T]	338	338	403	405				1	1	404			Exp|56000			1	1												
405	MainTask1_405	[主]發生何事	不會錯！此人一定就是獨孤大俠！我得趕緊上前去拜見他！	上前拜見[FFFE0D]獨孤劍[-]	上前拜見[FFFE0D]獨孤劍[-]	[url=clientnpcbyidx:test, 337]	[url=clientnpcbyidx:test, 337]	337	337	404	406	405								Exp|42000			1	1												
406	MainTask1_406	[主]偷聽之人	哼，這些宵小之徒，竟然找到這裡來了，想不到他們來的也挺快的，得想辦法先擊退這些先鋒！	教訓[FFFE0D]流竄匪類[-]	教訓[FFFE0D]流竄匪類[-]	[url=npcanddosomething:test, 1037, 411, autofight, 1]		338	338	405	407				1					Exp|56000	1037|3		1	1												
407	MainTask1_407	[主]後事如何	想不到竟然真的見到了獨孤大俠！不知獨孤大俠是否已經知道山河社稷圖之事，得趕緊告訴他才是！	回去尋找[FFFE0D]獨孤劍[-]	回去尋找[FFFE0D]獨孤劍[-]	[url=clientnpcbyidx:test, 337]	[url=clientnpcbyidx:test, 337]	337	337	406	408	407								Exp|140000			1	1												
408	MainTask1_408	[主]五色起源	獨孤大俠為何一點都不驚訝，是處變不驚，抑或是有什麼其他原因？	聽[FFFE0D]獨孤劍[-]訴說往事	聽[FFFE0D]獨孤劍[-]訴說往事	[url=goanddosomething:test, 411, 13150, 3550, gotofuben, 7, 7, 1]		338	338	407	409			7|7|1	1					Exp|42000			1	1												
409	MainTask1_409	[主]驚人之事	原來當年張琳心姑娘曾經在此處墜崖，當年吉人天相，卻不料後來仍是……	向[FFFE0D]獨孤劍[-]道謝	向[FFFE0D]獨孤劍[-]道謝	[url=clientnpcbyidx:test, 337]	[url=clientnpcbyidx:test, 337]	337	337	408	410	409								Exp|280000;Item|788|1			1	1												
410	MainTask1_410	[主]賢妻良母	若是當年張琳心姑娘未曾死去，不知道獨孤大俠會作何選擇呢？也許現在他們依然還在進行抗金大業……	跟[FFFE0D]獨孤劍[-]一起去崖邊緬懷	跟[FFFE0D]獨孤劍[-]一起去崖邊緬懷	[url=taskitem:test, $T]	[url=taskitem:test, $T]	345	345	409	411				1	1	410			Exp|28000			1	1	[url=dialog:test, 410]											
411	MainTask1_411	[主]劍俠情緣	無論如何，事情總算是告一段落了，獨孤大俠果真令人心折！回去告訴老闆娘吧！	回襄陽向[FFFE0D]公孫惜花[-]道謝	回襄陽向[FFFE0D]公孫惜花[-]道謝	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]	346	346	410	412	411	99					1	1	Exp|42000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_13"]					65						
412	MainTask1_412	[主]武林之事	去找老闆娘問問如今江湖中的情況，興許又有些驚人之事發生也猶未可知。	找[FFFE0D]公孫惜花[-]瞭解情況	找[FFFE0D]公孫惜花[-]瞭解情況	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			411	413	412	99							Exp|42000;ComposeValue|2|9			1	1						80						
413	MainTask1_413	[主]敬請期待	俠士已完成目前所有任務，敬請期待！	俠士已完成目前所有任務	俠士已完成目前所有任務					412					1					Exp|56000			1	1						-1						
